Function,Time
transform_load_master_tradetype,0.009316444396972656
transform_load_master_statustype,0.0062673091888427734
transform_load_master_taxrate,0.0069751739501953125
transform_load_master_industry,0.006762981414794922
transform_load_master_dimdate,0.07821893692016602
transform_load_master_dimtime,0.09298372268676758
transform_load_master_dimcompany,0.07584953308105469
transform_load_master_dimmessage_dimcompany,0.017838001251220703
transform_load_master_dimbroker,0.05693340301513672
transform_load_master_prospect,0.8104472160339355
transform_load_master_dimcustomer,0.5054111480712891
load_master_dimessages_dimcustomer,0.049089908599853516
update_master_prospect,0.11574006080627441
transform_load_master_dimaccount,0.21146750450134277
transform_load_master_dimsecurity,3.569676399230957
transform_load_master_dimtrade,11.575751543045044
load_master_dimessages_dimtrade,0.10537362098693848
transform_load_financial,38.05557322502136
transform_load_fact_cash_balances,0.7949192523956299
transform_load_fact_holdings,1.5940074920654297
transform_load_fact_watches,1.337134599685669
transform_load_fact_market_history,16.955169200897217
load_fact_market_history_message,0.08102583885192871
