Function,Time
transform_load_master_prospect,0.18027162551879883
transform_load_master_dimcustomer,0.1005854606628418
transform_load_master_dimaccount,0.04108285903930664
transform_load_master_dimtrade,0.9418327808380127
transform_load_fact_cash_balances,0.02796459197998047
transform_load_fact_market_history,0.0925145149230957
transform_load_fact_watches,0.013622283935546875
